,msa,pop,r1,r2,r3,r4,r5,r6,r7,m1,m2,m3,m4,m5,i1,i2,e1,e2,e3,e4,e5,a1,a2,a3,a4,a5,a6,a7,e6,vr,mtof,year
17,11700,396192,0.9057376221629917,0.052393788870042805,0.0036674137791777722,0.007554418059930539,0.00040889265810516113,0.020734896211937647,0.009502968257814394,0.4539036628705274,0.06306538244083676,0.09625888458121315,0.019914586866973588,0.19666474840481382,55046.0,23642.0,0.06300152459957255,0.09700044716892775,0.28900140488505643,0.17000165487713417,0.1000003521015179,0.06078870850496729,0.05217167433971408,0.06609674097407317,0.06681608916888782,0.13927085857362087,0.21202598740004847,0.23263720620305306,0.28100165839814933,0.145419115340912,0.9310519620410491,2006
18,12020,190851,0.7442035933791282,0.19505268507893592,0.0028870689700342153,0.02981907351808479,0.0,0.016263996520846105,0.011773582532970747,0.33508338965999657,0.036405363346275366,0.07860058370142153,0.011584953707342378,0.3665215272647248,53538.0,20467.0,0.056002689025415026,0.14700005602136282,0.2579970495415585,0.17400235289723814,0.15300367873615806,0.11779870160491693,0.14838276980471676,0.08603046355533898,0.07051574264740557,0.12063861336854405,0.16414899581348802,0.11984742023882505,0.21099512614143529,0.13033130832341705,0.9358441189597111,2006
19,12060,5134871,0.5807380555421937,0.3122378342123882,0.001905013777366559,0.04067891871090822,0.0002837461739545161,0.05127976924834139,0.01287666233484736,0.38254534534557927,0.03576642918585491,0.08630596562211593,0.01866083880198743,0.2534751116435057,73270.0,27403.0,0.04999993951351933,0.09100009556863946,0.2699998548324464,0.22199990080217172,0.11099995040108586,0.06981207512321147,0.06378407558826697,0.07107715072102104,0.07850518542724833,0.17104129782422967,0.20386938639743823,0.11944214372668759,0.25500011492431324,0.11150027428384682,0.9752557895489995,2006
20,12100,271620,0.656004712465945,0.16402694941462337,0.0008136366983285472,0.06621014652823798,0.00014726456078344746,0.10060746631323172,0.012189824018849865,0.37598115013621974,0.058773286208673885,0.08373094764744864,0.02657020837935351,0.2600471246594507,66159.0,26140.0,0.04999808771383457,0.09199735558141695,0.36400093975205844,0.16599736650876645,0.0690007485234419,0.07915101980708343,0.05211692806126206,0.06465282379795302,0.06432516015020985,0.16029747441278255,0.2062918783594728,0.17826743244238274,0.25900003824572326,0.170574565269653,0.936146098411137,2006
21,12220,125781,0.7320024487005191,0.23190306962100793,0.00118459862777367,0.01912053489795756,0.0,0.004531686025711356,0.011257662127030315,0.35918779465897077,0.03845572860765934,0.06873057138995556,0.02127507334176068,0.3297318354918469,51166.0,21768.0,0.04299635286072487,0.09399931616138592,0.26699623888762253,0.17399418737178027,0.14299350353316617,0.1000310062728075,0.16011162258210698,0.068619266820903,0.0672200093813851,0.12877143606745056,0.1708445631693181,0.1225940324850335,0.2790061545475268,0.10982511164899601,0.9689583920353151,2006
22,12260,523031,0.5976223206655055,0.34868296525444953,0.0020954780882968694,0.014958960367549916,0.0020304723811781712,0.016197892667929818,0.018411910575090194,0.3931296615305785,0.05514778282740411,0.08351130238934212,0.024423026551007494,0.23162298219417204,55318.0,21524.0,0.05999867499412782,0.11800080704903124,0.3220005179568409,0.13899913874618308,0.08599890385877847,0.07960331223197095,0.07332834956245424,0.06274006703235563,0.056354212274224665,0.1415097766671574,0.21022080909162172,0.16407822863271967,0.27599872317615953,0.1252102302383576,0.9335139811022225,2006
23,12420,1506425,0.676550110360622,0.07561943010770533,0.00471115389083426,0.04385482184642448,0.0002144149227475646,0.17554408616426306,0.02350598270740329,0.3827777685580099,0.030653368073418855,0.08803093416532519,0.014934032560532386,0.2695952337487761,72226.0,27918.0,0.07099983121650702,0.0659996202371408,0.21899974682476053,0.2570002953711127,0.1320002953711127,0.07358680319299003,0.08312660769703105,0.08573410558109432,0.08727152032129047,0.16256965995651956,0.18626416847835106,0.10743847187878587,0.25600025317523945,0.08667075285924805,1.0434025940907254,2006
24,12540,780117,0.5900140619932651,0.05426365532349635,0.009651116435098838,0.04117331118280976,0.001320314773296826,0.2606980747759631,0.042879465516070026,0.3671744110178345,0.04222187184742801,0.07237888675673008,0.024125868299242292,0.24880370508526284,58673.0,19132.0,0.14499935683747173,0.13599944186573817,0.2909994309646784,0.09699981032155947,0.04700100943813758,0.08190438100951523,0.08409635990498861,0.08818933570220877,0.07324414158389062,0.13941626704712243,0.16675703772639233,0.12034476879750089,0.28400095057241465,0.09298270328306384,1.068540624817704,2006
25,12580,2658405,0.6486261498906299,0.28306033128887437,0.0022321655278258958,0.036674622565034294,0.0003050701454443548,0.010531879077868121,0.01856978150432308,0.37969609596731874,0.05309311410413387,0.07963948307349708,0.02654636896936321,0.2654655705206693,78402.0,30541.0,0.03799991623491804,0.10199983473375722,0.2680001539466371,0.1900001471548737,0.14600027393445722,0.0736795183578123,0.06613476878052818,0.06496038037846001,0.061169761567556484,0.15354545300659606,0.21762974415109812,0.1673210063929311,0.2560002399756402,0.08851096206698995,0.9291483432751338,2006
26,12620,147180,0.9613330615572768,0.006128550074738416,0.0064954477510531326,0.01038863976083707,0.0,0.0039815192281559995,0.011672781627938578,0.42011142818317704,0.0550142682429678,0.10752819676586493,0.010001358880282647,0.24089550210626443,50794.0,21538.0,0.040004813815650915,0.0729995085896523,0.3800006017269564,0.1419975329194789,0.08599681084713126,0.07472482674276396,0.08134257371925534,0.06098654708520179,0.05832314173121348,0.14229514879739094,0.2324840331566789,0.1834012773474657,0.27900073210113024,0.1429060121440178,0.9604395604395605,2006
27,12700,224816,0.9480908832111593,0.022115863639598606,0.007414952672407658,0.010248380898156715,0.0005159775104974735,0.004110027756031599,0.007503914312148602,0.4751841505942638,0.07046206675681446,0.08077272080278984,0.011169133869475482,0.22169685431641875,68789.0,30200.0,0.011001172109738031,0.05499991075306563,0.2690021597758117,0.243001552896658,0.14500246916518417,0.05883033236068607,0.052852110170094654,0.055916838659170166,0.05033449576542595,0.13025318482670273,0.21957067112661022,0.29152729343107253,0.27699868509516695,0.3643828188543321,0.9049781807397365,2006
28,12940,764824,0.6033924144639813,0.3593192682238005,0.0022881081137621205,0.01560489733585766,2.8764787715866657e-05,0.009294948903277095,0.010071598171605493,0.36655753480539316,0.04681207702687154,0.08806862755352865,0.01824864282501595,0.27372833488488857,57933.0,21825.0,0.04700043177349917,0.11700013833519876,0.34100045692535347,0.15699997065616997,0.0850006916759938,0.08075060406054203,0.08885835172536427,0.07419223246132443,0.06494696819137474,0.14045192096482328,0.19736959091241907,0.14684554877985,0.25400019283088315,0.10509093822610367,0.9672259332326774,2006
29,12980,137991,0.8415766245624715,0.10452130936075542,0.004580008841156307,0.01576914436448754,0.0019494024972643144,0.013044328977976825,0.01855918139588814,0.4099832597778116,0.05685153379568233,0.1073040995427238,0.012812429796146125,0.21460095223601539,54337.0,21644.0,0.0400034889933164,0.1140028566132778,0.33799622752597663,0.1259962711383931,0.06500430672612492,0.07220036089310172,0.0638954714437898,0.07239602582777138,0.05738780065366582,0.13779884195346073,0.21346319687515852,0.18361342406388823,0.3179999345813753,0.1137011820175077,0.9499067375084784,2006
30,13020,108390,0.9418027493311191,0.02194851923609189,0.0025555863087000645,0.0019651259341267645,0.0,0.020730694713534458,0.010997324476427714,0.46439708460190054,0.054783651628379004,0.0760402251130178,0.011449395700710397,0.21176307777470246,51968.0,21307.0,0.038997888734989175,0.0999959657356481,0.3790056883127362,0.10799725670024071,0.060002958460524725,0.07050465910139311,0.06102961527816219,0.05745917520066427,0.05588153888735123,0.13451425408247994,0.23698680690100563,0.20122705046591013,0.3149953605959953,0.06372212157181233,0.9184070796460178,2006
31,13140,378793,0.6691623129255293,0.24809328577877626,0.003996905961831396,0.021647707322996992,0.0007867093636894029,0.04098280591246407,0.015330272734712626,0.4054457183738876,0.058264012270554104,0.09816971274548368,0.027136193118669036,0.2091089328472279,55554.0,21428.0,0.06500024127780726,0.12299940484807541,0.3680009329408548,0.11099985523331564,0.05099808586272901,0.07105199937696842,0.07057416583727788,0.07336724807480603,0.059246078993012014,0.13455106086965704,0.20937820920661152,0.1799531670331817,0.2810001769370587,0.11332289569820324,1.001135829340321,2006
32,13380,185953,0.8890042107414239,0.011104956628825564,0.02827596220550354,0.03804187079530849,0.0005377702967954268,0.012191252628352326,0.02084397670379074,0.42754889676423613,0.03871946136927073,0.07826171129263847,0.010707006609196948,0.2685571085166682,56855.0,23356.0,0.033995917779678676,0.08000135509388259,0.26699584155564776,0.21199596859569927,0.1159960363503934,0.09787419401676768,0.09095309029701054,0.0686141121681285,0.06249428619059655,0.1272203191128941,0.2068318338504891,0.16980097121315602,0.2899985602127497,0.1231535756154748,0.9818286457278667,2006
33,13460,149140,0.946929059943677,0.0006034598363953333,0.010151535470028162,0.009380447901300791,0.0014281882794689553,0.011626659514550088,0.01988064905457959,0.46837199946359126,0.04617808770282956,0.08740780474721738,0.008247284430736222,0.21439586965267535,62989.0,25784.0,0.018998372668534727,0.06300372649276367,0.2729968897747735,0.17500072218852009,0.09099575353150187,0.0644495105270216,0.06381923025345314,0.08347190559206115,0.06751374547405123,0.13925841491216306,0.22912028966072148,0.1769679495775781,0.37900453534390616,0.18151145247565492,0.974684214707518,2006
34,13740,148259,0.9113645714594055,0.006933811775339103,0.03605851921299887,0.005868109187300602,0.00196952630194457,0.020106705157865626,0.017698756905145725,0.4374439325774489,0.05236107082875239,0.10070214961654941,0.008053473988088413,0.2070430800153785,53506.0,22173.0,0.04099563705088767,0.061000864547519955,0.3059995576733619,0.20400305607495425,0.07300400104549933,0.07140881835166836,0.06324742511415833,0.07132787891460216,0.059982867819154316,0.13486533701158107,0.21920423043457732,0.18556714938047605,0.31599211854353904,0.08361046621070466,0.9586107588247728,2006
35,13780,247554,0.9082018468697739,0.03551548349047077,0.002144986548389442,0.028317054056892638,0.00020197613449994748,0.009561550207227513,0.016057102692745826,0.396151950685507,0.06741155465070248,0.08821913602688707,0.017479014679625454,0.26382526640652143,55583.0,23039.0,0.025001800417696906,0.10500036008353938,0.3379984156324267,0.13099839162685742,0.10199966392202992,0.08182053208592872,0.0773366619000299,0.06935052554190196,0.04967805004160708,0.1299433658918862,0.2207720335765126,0.20335361173723712,0.2999975994430708,0.08181209632189315,0.9461639452520028,2006
36,13820,1089883,0.6848368127588007,0.283345093005396,0.0023332779757093192,0.012202227211544726,0.00037618716871444,0.008201797807654582,0.008704604072180225,0.40756393117426365,0.057651142370327826,0.09608554312710631,0.020818748434464983,0.21939602691298057,61537.0,24719.0,0.04899992022469128,0.11000052266581573,0.3020004346378889,0.167999922975564,0.09000030259599857,0.06879454033139337,0.06483723482245342,0.0657795378035991,0.06510148337023332,0.1461826636437122,0.21717285249884621,0.17284607613844788,0.2820002145680717,0.12948096222230837,0.9331467380411397,2006
37,13900,101138,0.9382230220095316,0.0076430224050307504,0.02345310368012023,0.014148984555755502,0.00019774960944452135,0.002323557910973126,0.014010559829144337,0.4406652296861714,0.05334295714765963,0.07550080088591825,0.004103304395973818,0.24699914967667938,57391.0,24198.0,0.060000885621928,0.04599329879407814,0.2840041919437925,0.229996014701324,0.05799347591846374,0.07266309399038937,0.07808143328916925,0.0832229231347268,0.06051138049002353,0.13090035397180091,0.21918566710830747,0.17604658980798513,0.3220121330204136,0.036307692307692305,0.9702335729452789,2006
38,13980,149314,0.9000227708051489,0.04582289671430676,0.00038174585102535594,0.03619888289108858,0.0,0.01028704609078854,0.007286657647641882,0.3588210080769385,0.05553397538074126,0.07091096615186787,0.02050711922525684,0.3477168919190431,47493.0,19635.0,0.07299905999954147,0.09599468097301511,0.3009950248756219,0.1490015360983103,0.12399981658527638,0.10916591880198775,0.16093601403753163,0.06837269110733087,0.060737774086823744,0.11789249501051476,0.17741136129231017,0.15981756566698369,0.2580071990279019,0.11381253872074223,1.0305713081201637,2006
39,14020,176793,0.9172252295056931,0.019989479221462388,0.0008880442098951882,0.03566883304203221,0.0,0.00843924816027784,0.017789165860639278,0.37304644414654425,0.04462846379664353,0.08673420327727908,0.013473384127199606,0.3250468061518273,52394.0,20688.0,0.03200023111813025,0.09800371714992825,0.342998565141608,0.15799813179511377,0.1439962250705392,0.1051399093855526,0.1495760578755946,0.07389432839535502,0.060681135565322154,0.12311007788769918,0.1770205833941389,0.15266441544631293,0.22600464162244926,0.1912280701754386,0.9442544346812418,2006
40,14060,161202,0.8644247589980273,0.06764804406893214,0.0003660004218309947,0.031165866428456222,0.0,0.0189513777744693,0.017443952308284015,0.393109266634409,0.03323159762285828,0.0786218533268818,0.009726926464932197,0.29584620538206724,63714.0,24903.0,0.016998267625597144,0.04899994750380597,0.2579977951598509,0.27399863509895533,0.12399601028925403,0.09701492537313433,0.12267217528318507,0.07785263210133869,0.06655004280343917,0.13323656034044243,0.18241088820237963,0.130792421930249,0.2779988450837314,0.08271883920076117,0.9355698573555545,2006
41,14260,568086,0.9206158926641389,0.007454857187116035,0.00571216329921878,0.014395707692145203,0.002107075337184863,0.026121045053037743,0.023593258767158492,0.4434680664547269,0.03631140355509553,0.0988917170991716,0.01313357484606204,0.18155877807233411,62258.0,23900.0,0.04400047600992979,0.07799920849511675,0.2709990950276335,0.20299886255766778,0.0820010129048506,0.0709540456902652,0.06557809909063064,0.08379717155501104,0.07382332956629806,0.14199962681706643,0.19480853251092264,0.1416317247740659,0.3219985775052098,0.06449026446309959,1.006924253611387,2006
42,14460,4455217,0.8124414590804443,0.06787884854991351,0.0018807164723962941,0.057919962147747237,0.00043073098347398117,0.042626206534945435,0.016822076231079206,0.3953196892541935,0.050431662475699836,0.06914029103408431,0.015454914990672733,0.28306836681580266,84701.0,32963.0,0.04400006380047465,0.06399985113222582,0.26600012893012587,0.23000004652117942,0.1759999229077598,0.06898541642303843,0.06895601269253551,0.06116626866884374,0.06621630326872967,0.15985708440239835,0.21430067267206065,0.17393339089880472,0.21999998670823445,0.0703316741439648,0.9452114544888535,2006
43,14500,282304,0.8640330990705055,0.007952420086148266,0.003598957152573113,0.040860207435955566,0.0003081784175923827,0.06252479596463387,0.020722341872591248,0.4004477442756745,0.03282277261391975,0.08944612899569258,0.010669349353888007,0.28720811607345276,83509.0,34081.0,0.03399868272795066,0.0350002449472819,0.14800259099791524,0.3180014479105997,0.24299859019231082,0.07697021650419406,0.09285734527318068,0.07272302199047835,0.06969437202448424,0.15383770686919065,0.22316722398549083,0.13134068238494673,0.22099688100461046,0.0801163017982799,1.01632752180217,2006
44,14540,113362,0.8825620578324306,0.07932993419311586,0.0011379474603482648,0.01666343219068118,0.0015966549637444647,0.007462818228330481,0.01124715513134913,0.4084966743706004,0.04278329598983786,0.08153525872867451,0.018568832589403856,0.2567262398334539,57052.0,22644.0,0.06000309366782445,0.091994431397916,0.33300521704892216,0.15900046405017368,0.09899737038234922,0.08641343660133025,0.093585151990967,0.08299959422028545,0.06586863322806584,0.1335720964697165,0.1864822427268397,0.15838640814382243,0.2569994234528145,0.13422287331973948,0.9782563171855367,2006
45,14740,240604,0.8509875147545344,0.027123406094661767,0.011462818573257302,0.04728100945952686,0.006870209971571545,0.012875928912237536,0.04339911223421057,0.4391988495619358,0.04014480224767668,0.10919602334125783,0.015257435454107163,0.19912387158983225,67501.0,26733.0,0.02300291199780509,0.05000280599360234,0.25099924549949804,0.1750004676656004,0.09300309906404525,0.07159481970374558,0.06479526524912305,0.07176938039267843,0.05943375837475686,0.13908330701068977,0.22612259147811342,0.170126016192582,0.4090016274762893,0.07633534277302678,1.0160375382295026,2006
46,14860,900440,0.7797665585713651,0.10125272089200835,0.0012382835058415886,0.04168628670427791,0.0003609346541690729,0.06250721869308339,0.013187996979254586,0.43194438274621294,0.04676047265781174,0.06895295633245968,0.011095686553240638,0.23380458442539204,124665.0,45805.0,0.056000612519702994,0.06399998668435428,0.2449995589192356,0.2459998968037457,0.17900056092157585,0.06912287326196082,0.05620918661987473,0.04541335347163609,0.0579405623917196,0.16205854915374707,0.22426924614632845,0.1775443116698503,0.20999938415138558,0.06707142529999084,0.9525036212085729,2006
47,15180,387717,0.8791205956922188,0.001408243641625206,0.0018879749920689575,0.008452041050560074,0.0006267457965474818,0.09730808811581643,0.01119631071116304,0.37721327669408355,0.04341568721515951,0.04981984282350271,0.03629709298276836,0.2049768258807326,38869.0,11958.0,0.2459997465371816,0.12200010326262972,0.26400030040037736,0.10699885941731714,0.04399926777408014,0.08657345434943528,0.07565311812481784,0.06700763701359497,0.06340449348364915,0.1231233090114697,0.14774178073182243,0.14821893288145735,0.21600195260245297,0.17498880509492568,0.921979100571066,2006
48,15260,100238,0.7362776591711726,0.24136554999102136,0.0011971507811408847,0.005706418723438217,0.0,0.006354875396556196,0.009098345936670724,0.3785490532532573,0.05718390231249626,0.12403479718270516,0.029799078193898522,0.2166543626169716,62813.0,24779.0,0.04800134568920696,0.13600636143988745,0.3500015291922806,0.12499617701929841,0.0830045569929963,0.06274067718829186,0.09028512141104172,0.061373930046489354,0.05608651409645045,0.1367944292583651,0.21372134320317643,0.18441110157824378,0.2589992965715509,0.23521734765585783,0.9853040205981383,2006
49,15380,1137520,0.8296891483226668,0.11994514382164709,0.0058390182150643505,0.018108692594415922,8.175680427596878e-05,0.01109782685139602,0.015238413390533792,0.38648727055348475,0.06400414937759336,0.0771335888599761,0.018052429847387298,0.27489011182220974,56167.0,23275.0,0.03700064161451643,0.09300012936830372,0.32699994903672885,0.1500005880377442,0.11100061809300667,0.07436176946339405,0.07346420282720303,0.060168612420001405,0.05311642872213236,0.13610222237850764,0.22011305295731065,0.2032412616921021,0.2840000156810065,0.11624831319418547,0.9242916616621866,2006
50,15500,142661,0.6974996670428498,0.18102354532773499,0.003420696616454392,0.009806464275450193,0.0013949152185951312,0.0930177133203889,0.013836998198526577,0.40763067691941035,0.05386896208494263,0.07959428295049102,0.02814364121939423,0.23477334380103881,49157.0,20333.0,0.0859984877046125,0.12399757180740599,0.3230028648412622,0.12299647486075167,0.0700022364931787,0.07796805013283238,0.06786017201617821,0.05830605421243367,0.06687181500199774,0.15269765387877557,0.19247727129348596,0.18782989043957354,0.2749928112719256,0.09477706597305846,0.9268358567781845,2006
51,15540,205836,0.9464962397248294,0.012169882819331896,0.005747293962183486,0.016479138731805905,0.00029635243591985853,0.004649332478283683,0.014161759847645698,0.4105112808255116,0.037617326415204336,0.08831788414077227,0.01308323131036359,0.26822324569074407,65230.0,26254.0,0.03299864995462962,0.06399805239356404,0.2669991368562386,0.2260034968388282,0.14199821469410037,0.08076332614314309,0.07844594725898288,0.06189879321401504,0.06134009599875629,0.15555102120134476,0.22428535338813424,0.15546357294156513,0.2679950719655333,0.08462325264234571,0.975791666266714,2006
