,msa,pop,r1,r2,r3,r4,r5,r6,r7,m1,m2,m3,m4,m5,i1,i2,e1,e2,e3,e4,e5,a1,a2,a3,a4,a5,a6,a7,e6,vr,mtof,year,firearms,murder_rate
0,10180.0,158548.0,0.7418384337866135,0.06829477508388626,0.003569896813583268,0.01429220173070616,0.0,0.1482642480510634,0.02374044453414739,0.4025783989706587,0.06169109670257587,0.08620733153366804,0.015030148598531676,0.22461967353735146,52364.0,20320.0,0.07499873090004569,0.14500228437991775,0.2860043657038429,0.14100208132392508,0.06600335042387938,0.08268158538739058,0.08700835078335899,0.06814970860559579,0.06183616318086636,0.1273179100335545,0.18782324595706032,0.17610439740646364,0.28800446723183915,0.11069836552748884,0.9909086342860012,2006.0,7458.0,3.7
1,10380.0,336502.0,0.8965266179695811,0.019961248372966582,0.0031233098168807322,0.0007577963875400444,0.0,0.058686129651532526,0.02094489780149895,0.35595330785552537,0.05524781427747829,0.08602920636430096,0.03630587633951656,0.2557191339130228,18269.0,6205.0,0.3269990801388574,0.116998016982763,0.24999884439554956,0.1219994730443706,0.03399788293264675,0.07654932214370197,0.06980642016986525,0.06977075916339279,0.07004713196355446,0.13911061449857653,0.1885932327296717,0.17537785808108125,0.15100052233321162,0.15970714206013373,0.981568285673906,2006.0,63.0,2.5
2,10420.0,700943.0,0.8448661303415541,0.11687968921866684,0.002128561095552705,0.01771470718731766,0.0005635265635008838,0.0062701246749022384,0.0115772609185055,0.4100490339442722,0.0558062495809217,0.08977477483903827,0.01213222758483928,0.2418242282182717,58859.0,24204.0,0.024000823179358782,0.08899983707908524,0.3439989367266616,0.18199981135473028,0.0920010118246285,0.07153220732641599,0.07173479155937074,0.06340601161578045,0.05866953518331733,0.14302732176510785,0.22324497141707672,0.17716133836845507,0.26899957983553563,0.08418934695128713,0.9292504761590206,2006.0,2957.0,3.5
3,10500.0,165062.0,0.4859567919933116,0.4941355369497522,0.0015569907065223975,0.006355187747634222,0.0,0.0034532478704971466,0.008542244732282414,0.3560783220850347,0.0633398359404345,0.08187226617876919,0.022397644521452542,0.24794319710169516,49529.0,19022.0,0.07000345866890656,0.12200207520134396,0.3149958001877563,0.11999604723553535,0.06899550373042146,0.09976857180938073,0.059565496601277086,0.0630914444269426,0.059547321612485014,0.1339678423864972,0.19767117810277351,0.15879487707649248,0.30299916003755123,0.11124351503349658,0.9084518441438316,2006.0,2362.0,6.5
4,10580.0,850957.0,0.867236534866039,0.07021623889338709,0.002378498561031873,0.030760661232001142,0.00015864491390281765,0.014440212607687582,0.014809208925950432,0.3964242611553816,0.05192271759912663,0.07747159962254263,0.017307572533042208,0.28104122770010703,64965.0,26756.0,0.032000823621176136,0.06899921302298638,0.3049998342287887,0.17799989181247264,0.14600081315141542,0.07627529945696432,0.07443971904573321,0.06801753790144507,0.0612251852913837,0.1447264667897438,0.2204729498670321,0.17901022025789787,0.2710010312714303,0.10621566360984074,0.9439248707030464,2006.0,1978.0,2.1
5,10740.0,815430.0,0.6579706412567602,0.02682878971830813,0.06142893933262205,0.0192266656855892,0.0005187447113792721,0.19743202972664728,0.03659418956869382,0.37440368885128095,0.04362728866978159,0.10391327275179968,0.013484909802190257,0.2577989526998026,58745.0,23735.0,0.0599996975631148,0.09399927415147552,0.2529997958551025,0.16400018146213113,0.12900067292206954,0.07218645377285604,0.07226003458298076,0.07293943072979901,0.06580699753504286,0.14139043204199012,0.20667132678464126,0.16197343732754502,0.30100030999780736,0.08346547332978403,0.9670149945000868,2006.0,823.0,8.9
6,10780.0,150827.0,0.6717961638168233,0.2915194229149953,0.00771745111949452,0.008181559004687491,0.0005171487863578802,0.01162921758040669,0.008639036777234845,0.3641721972856319,0.05348511871216692,0.11011954093100043,0.02123625080390116,0.23753704575440734,48846.0,19034.0,0.053003460565053465,0.14799855379370902,0.3510045968699964,0.11000464852022106,0.062000929704044215,0.07198313299342955,0.07273896583502952,0.06945042996280508,0.06024783361069305,0.13425978107368045,0.2009786046264926,0.1768914053849775,0.2759981405919116,0.12912734000188142,0.9443735416586096,2006.0,1457.0,7.1
7,10900.0,800336.0,0.8609434037704164,0.04040677915275584,0.0008171567941464585,0.02279542592111313,0.00031861618120389436,0.05944628256132425,0.015272335619040003,0.42477909278103204,0.05554791987365307,0.07515343555706604,0.020422672477559425,0.2409800383838788,65491.0,25750.0,0.046000179409304016,0.09799958626017644,0.3689991706896457,0.15399908830782244,0.0889998297442319,0.07155494692229264,0.06281861618120389,0.060848193758621376,0.059881099938026025,0.15262464764798786,0.2161779552587913,0.19297769936626616,0.24400031488163565,0.07323119819369307,0.9558457681047502,2006.0,1716.0,3.7
8,11020.0,126494.0,0.9687257893655036,0.01425364048887694,0.0012095435356617706,0.006095150758138726,0.0004189922051638813,0.0025534807975081822,0.006743402849146996,0.4163833857732383,0.07915790472275365,0.07998007810647145,0.014838648473445381,0.2341613040934748,49084.0,20174.0,0.033995169465579615,0.08800417285602513,0.4850037986596968,0.12500425223100387,0.05299980723219449,0.0686119499739118,0.058730058342688185,0.06682530396698658,0.056975034388982874,0.13293911173652506,0.22001834079086754,0.22042152196942147,0.21399494267992608,0.0995633965962755,0.9161692974217591,2006.0,3037.0,0.8
9,11100.0,240981.0,0.7781941314875447,0.0581456629360821,0.00578053871467045,0.020246409467966357,0.0008838871114320217,0.11340313136720324,0.02334623891510119,0.4001850768317834,0.04671322635394492,0.09109431863922883,0.02647096659072707,0.21332802171125528,54713.0,20940.0,0.06799941631402305,0.11399785097435762,0.2830014724805328,0.14099996020322886,0.06399984081291538,0.07492291923429648,0.07801444927193431,0.07659525024794486,0.06410463895493836,0.1362763039409746,0.1950610214083268,0.15359717156124342,0.3290065399360598,0.10265635922529708,0.9777668349132094,2006.0,7458.0,2.9
10,11180.0,80145.0,0.8962505458855824,0.015060203381371262,0.0006113918522677648,0.06404641587123339,0.0,0.014648449684946038,0.009382993324599164,0.3792001996381558,0.036558737288664295,0.05526233701416183,0.006800174683386361,0.3724000249547695,54878.0,22706.0,0.016992079572665315,0.034007183643396575,0.21900902560324184,0.2750046048996132,0.18398876404494385,0.1175120094828124,0.19079169006176305,0.07417805228024206,0.05391477946222472,0.10505957951213424,0.16958013600349367,0.13918522677646766,0.2709983422361392,0.058981391371022436,1.0589066433746082,2006.0,1545.0,0.0
11,11260.0,359180.0,0.7401859791747869,0.04400579096831672,0.04954062030179854,0.049145275349406985,0.008305028119605769,0.01670471629823487,0.0921125897878501,0.3989420346344451,0.029784509159752767,0.0940531209978284,0.013324795367225346,0.2476724761957793,79076.0,29036.0,0.03399906277196349,0.06799812554392698,0.260000446299065,0.19500145047196127,0.1060004909289715,0.08170276741466674,0.07824767526031516,0.07575867253187818,0.06934962971212205,0.1525391168773317,0.2234562058021048,0.10272008463722923,0.3380001338897195,0.10646645607050644,1.0404244682784949,2006.0,732.0,5.8
12,11300.0,130575.0,0.8884319356691557,0.08574382538770821,0.0005743825387708214,0.002190312081179399,0.0,0.012536856212904459,0.010522688110281448,0.4031246410109133,0.06407811602527283,0.12004595060310165,0.019467738847405703,0.2052077350181888,49252.0,20146.0,0.046997067579970006,0.1090032010386587,0.4259955677926264,0.0989971571195129,0.06600183556062947,0.0655255600229753,0.061336396706873436,0.06644457208500862,0.061742293700938165,0.13483438636798775,0.21880145510243154,0.202427723530538,0.25400129832337204,0.12277000455703893,0.985750349777967,2006.0,1751.0,1.95
13,11340.0,177963.0,0.8072520692503498,0.15531880222293398,0.0019947966712181744,0.0061866792535527045,0.0,0.009816647280614509,0.01943100532133084,0.4482223833043947,0.05491590948680344,0.07510549945775245,0.027460764316178082,0.2027106758146356,49852.0,19814.0,0.0660010181794295,0.14700376069498958,0.3549997536662671,0.12499794721889215,0.05499811144138078,0.06796356546023613,0.055314868821047074,0.07135191022853064,0.06645763445210523,0.13935480970763586,0.2110101537960138,0.19615875210015565,0.2529929548552379,0.14461325796378807,0.9237579452587884,2006.0,1336.0,10.1
14,11460.0,344047.0,0.7578412251814433,0.12305004839455075,0.002557790069380056,0.08104997282348053,0.00047667905838446483,0.01055669719544132,0.02446758727731967,0.3666068880123937,0.031164346731696543,0.0811953018046953,0.008202367699761952,0.3321581063052432,75354.0,30048.0,0.019000647589372026,0.05199954950304555,0.17499929609850867,0.25400050680907377,0.2620015204272213,0.08630506878420681,0.1144552924455089,0.07157452324827712,0.0738532816737248,0.1485610977569925,0.19554595738372954,0.12985144471540225,0.2370036321316953,0.08421915562235277,1.0005989347103017,2006.0,2590.0,2.6
15,11500.0,112903.0,0.7704489694693675,0.20021611471794373,0.0059785833857382,0.007076871296599736,0.0,0.009096303906893527,0.007183157223457305,0.4172076915582403,0.07248700211686138,0.12081167019476895,0.020938327590940897,0.17316634633269268,48047.0,20205.0,0.07499733957646057,0.14700170267106524,0.3359981909119932,0.10499361498350536,0.08099659465786953,0.06446241463911499,0.07510872164601473,0.06685384799341028,0.056721256299655465,0.13657741601197487,0.2096932765294102,0.19600010628592685,0.25599925508140897,0.12417131233991263,0.9275275719602554,2006.0,1459.0,5.25
16,11540.0,217313.0,0.9290378394297626,0.007003722740931285,0.014058063714549979,0.026399709175244927,0.0,0.014366374768191503,0.00913429017131971,0.458118014108682,0.038046504350867184,0.07133489482911745,0.007924054244338811,0.21717062485907426,59743.0,24024.0,0.03999887722449896,0.04799865266939875,0.3789998877224499,0.17600207713467692,0.06100179644080166,0.07205735505929235,0.06478213452485586,0.06801249810181627,0.06518708038635516,0.16334043522476796,0.21311656458656408,0.14609802450842793,0.297002189412227,0.042122556634665895,0.9877158641884971,2006.0,1867.0,0.9
17,11700.0,396192.0,0.9057376221629916,0.052393788870042805,0.003667413779177772,0.007554418059930539,0.00040889265810516113,0.020734896211937647,0.009502968257814394,0.4539036628705274,0.06306538244083676,0.09625888458121316,0.019914586866973588,0.19666474840481385,55046.0,23642.0,0.06300152459957255,0.09700044716892776,0.28900140488505643,0.17000165487713415,0.1000003521015179,0.06078870850496729,0.052171674339714084,0.06609674097407317,0.06681608916888783,0.13927085857362087,0.21202598740004847,0.23263720620305306,0.2810016583981493,0.14541911534091198,0.9310519620410492,2006.0,2835.0,2.7
18,12020.0,190851.0,0.7442035933791282,0.19505268507893592,0.0028870689700342157,0.02981907351808479,0.0,0.0162639965208461,0.011773582532970749,0.33508338965999657,0.036405363346275366,0.07860058370142152,0.011584953707342378,0.3665215272647248,53538.0,20467.0,0.05600268902541503,0.14700005602136282,0.2579970495415585,0.17400235289723814,0.15300367873615806,0.11779870160491693,0.14838276980471676,0.08603046355533897,0.07051574264740558,0.12063861336854405,0.16414899581348802,0.11984742023882505,0.21099512614143529,0.13033130832341705,0.9358441189597112,2006.0,2362.0,5.0
19,12060.0,5134871.0,0.5807380555421937,0.3122378342123882,0.001905013777366559,0.040678918710908216,0.00028374617395451613,0.051279769248341385,0.012876662334847359,0.3825453453455793,0.03576642918585491,0.08630596562211593,0.01866083880198743,0.2534751116435057,73270.0,27403.0,0.04999993951351933,0.09100009556863946,0.2699998548324464,0.22199990080217166,0.11099995040108586,0.06981207512321147,0.06378407558826697,0.07107715072102104,0.07850518542724833,0.17104129782422967,0.20386938639743826,0.1194421437266876,0.25500011492431324,0.11150027428384683,0.9752557895489996,2006.0,2362.0,7.4
20,12100.0,271620.0,0.6560047124659449,0.16402694941462334,0.0008136366983285473,0.06621014652823798,0.00014726456078344746,0.10060746631323172,0.012189824018849865,0.3759811501362197,0.058773286208673885,0.08373094764744864,0.02657020837935351,0.2600471246594507,66159.0,26140.0,0.04999808771383457,0.09199735558141696,0.3640009397520584,0.16599736650876645,0.0690007485234419,0.07915101980708343,0.052116928061262065,0.06465282379795302,0.06432516015020985,0.16029747441278255,0.2062918783594728,0.17826743244238274,0.2590000382457233,0.170574565269653,0.936146098411137,2006.0,396.0,11.1
21,12220.0,125781.0,0.7320024487005191,0.23190306962100796,0.0011845986277736699,0.01912053489795756,0.0,0.004531686025711356,0.011257662127030315,0.3591877946589708,0.038455728607659334,0.06873057138995556,0.02127507334176068,0.3297318354918469,51166.0,21768.0,0.04299635286072487,0.09399931616138593,0.2669962388876225,0.17399418737178027,0.14299350353316614,0.1000310062728075,0.16011162258210698,0.068619266820903,0.0672200093813851,0.12877143606745056,0.1708445631693181,0.1225940324850335,0.2790061545475268,0.109825111648996,0.9689583920353152,2006.0,1459.0,5.4
22,12260.0,523031.0,0.5976223206655055,0.34868296525444953,0.002095478088296869,0.014958960367549916,0.0020304723811781712,0.016197892667929818,0.018411910575090198,0.3931296615305785,0.05514778282740411,0.08351130238934212,0.02442302655100749,0.23162298219417204,55318.0,21524.0,0.059998674994127824,0.11800080704903125,0.3220005179568409,0.13899913874618308,0.08599890385877848,0.07960331223197095,0.07332834956245424,0.06274006703235563,0.056354212274224665,0.1415097766671574,0.21022080909162166,0.16407822863271967,0.27599872317615953,0.1252102302383576,0.9335139811022224,2006.0,1849.0,6.0
23,12420.0,1506425.0,0.6765501103606221,0.07561943010770532,0.004711153890834261,0.04385482184642448,0.0002144149227475646,0.17554408616426306,0.02350598270740329,0.3827777685580099,0.03065336807341885,0.08803093416532519,0.014934032560532388,0.2695952337487761,72226.0,27918.0,0.07099983121650702,0.0659996202371408,0.21899974682476053,0.2570002953711127,0.1320002953711127,0.07358680319299002,0.08312660769703105,0.08573410558109433,0.08727152032129047,0.16256965995651956,0.18626416847835106,0.10743847187878587,0.25600025317523945,0.08667075285924805,1.0434025940907254,2006.0,7458.0,1.9
24,12540.0,780117.0,0.5900140619932651,0.05426365532349635,0.009651116435098837,0.041173311182809764,0.001320314773296826,0.2606980747759631,0.042879465516070026,0.3671744110178345,0.04222187184742801,0.07237888675673007,0.02412586829924229,0.24880370508526284,58673.0,19132.0,0.14499935683747173,0.13599944186573815,0.2909994309646784,0.09699981032155948,0.04700100943813758,0.08190438100951522,0.08409635990498861,0.08818933570220877,0.07324414158389063,0.13941626704712246,0.16675703772639233,0.12034476879750088,0.28400095057241465,0.09298270328306384,1.068540624817704,2006.0,3056.0,8.5
25,12580.0,2658405.0,0.6486261498906299,0.2830603312888744,0.002232165527825896,0.03667462256503429,0.0003050701454443548,0.010531879077868121,0.01856978150432308,0.3796960959673187,0.05309311410413387,0.07963948307349708,0.02654636896936321,0.2654655705206693,78402.0,30541.0,0.03799991623491804,0.10199983473375722,0.2680001539466371,0.1900001471548737,0.14600027393445722,0.0736795183578123,0.06613476878052818,0.06496038037846001,0.06116976156755648,0.15354545300659606,0.21762974415109806,0.1673210063929311,0.2560002399756402,0.08851096206698995,0.9291483432751338,2006.0,714.0,13.3
26,12620.0,147180.0,0.9613330615572768,0.006128550074738416,0.0064954477510531326,0.01038863976083707,0.0,0.003981519228156,0.011672781627938578,0.4201114281831769,0.0550142682429678,0.10752819676586492,0.010001358880282649,0.24089550210626445,50794.0,21538.0,0.04000481381565092,0.0729995085896523,0.3800006017269564,0.1419975329194789,0.08599681084713126,0.07472482674276396,0.08134257371925534,0.060986547085201785,0.058323141731213474,0.14229514879739094,0.2324840331566789,0.1834012773474657,0.27900073210113024,0.1429060121440178,0.9604395604395604,2006.0,616.0,2.0
